rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
1,Gonzaga,Gonzaga,12.5016652394979,15.9505362303355,28.4522014698334,-11.4655616153001,-48.4689979091184,15,1,70.9333716415372,85,308,37,2,#FFBB66,#FF9D23,#FF9D23,#CEE4D9,#93B8C3,Gonzaga performs at a similar level against both good and bad teams.,Gonzaga plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
2,Villanova,Villanova,16.59907640986,11.5695814452777,28.1686578551377,2.22430846051418,36.8551442218389,5,9,65.8376941617804,319,330,32,4,#FFA534,#FFB85F,#FF9E25,#FFF7DA,#F5C098,Villanova performs at a similar level against both good and bad teams.,Villanova plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
3,North Carolina,North Carolina,16.2818896800167,11.6356198287572,27.9175095087739,-14.9400477385201,27.8745046636198,7,7,72.3790250415778,41,4,32,7,#FFA738,#FFB85E,#FF9F27,#C0DCD7,#F4C9A1,North Carolina performs at a similar level against both good and bad teams.,North Carolina plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
4,Kansas,Kansas,16.5793268590085,9.77458819296375,26.3539150519723,-4.80792409888026,-17.9657784943124,6,19,70.8633100433842,90,168,32,5,#FFA534,#FFC378,#FFA533,#EAF3DD,#CDD5BE,Kansas performs at a similar level against both good and bad teams.,Kansas performs at a similar level regardless of the pace of the game.
5,Oregon,Oregon,14.8438375586561,10.9260903339384,25.7699278925944,18.4508305704102,41.576773610033,9,11,68.2460778618983,245,24,32,6,#FFAE49,#FFBC68,#FFA738,#FFBEB0,#F6BB94,Oregon plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oregon plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
6,Florida,Florida,10.9384835081081,14.2008284528963,25.1393119610044,-20.3604545154152,71.6865498708327,22,4,69.8768468385254,149,224,28,9,#FFC479,#FFA83B,#FFA93C,#A9D0D4,#FC9B77,Florida plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Florida plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
7,Kentucky,Kentucky,13.3312170175906,11.5835340151919,24.9147510327825,20.1255585327234,-15.4846726706266,13,8,73.3237431922974,20,54,32,7,#FFB75C,#FFB85F,#FFAA3E,#FFB8AC,#D1D8BE,Kentucky plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Kentucky performs at a similar level regardless of the pace of the game.
8,Duke,Duke,17.0432428571429,7.72994103884595,24.7731838959888,2.40912007186384,9.79627173687258,4,40,69.4828415839426,180,97,28,9,#FFA32F,#FFCF94,#FFAA3F,#FFF6D9,#F0DCB2,Duke performs at a similar level against both good and bad teams.,Duke performs at a similar level regardless of the pace of the game.
9,SMU,SMU,15.7799562656743,8.9727584759206,24.7527147415949,43.9156366077491,-4.72316185144293,8,26,64.7400122328092,336,51,30,5,#FFA93E,#FFC883,#FFAA3F,#E66675,#E6E2BC,SMU plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,SMU performs at a similar level regardless of the pace of the game.
10,West Virginia,West Virginia,9.7493570109275,14.7483412979744,24.4976983089019,0.27232555878391,98.995320586358,30,2,72.4332311337953,40,98,28,9,#FFCA88,#FFA533,#FFAB41,#FFFEDF,#FE926E,West Virginia performs at a similar level against both good and bad teams.,West Virginia plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
11,UCLA,UCLA,17.2849563765991,5.38974901940638,22.6747053960055,12.5575432002901,41.5222569006359,3,63,74.2162285627665,10,219,31,5,#FFA12C,#FFDEB4,#FFB150,#FFD3BF,#F6BB94,UCLA performs at a similar level against both good and bad teams.,UCLA plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
12,Michigan,Michigan,17.3172062370604,5.23826699309432,22.5554732301547,31.6329322682304,-7.35845226084487,2,64,63.8479047641258,345,69,26,12,#FFA12B,#FFDFB6,#FFB250,#F79090,#E1DFBD,Michigan plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Michigan performs at a similar level regardless of the pace of the game.
13,Louisville,Louisville,10.6778463301825,11.7308458887796,22.4086922189621,-51.2541341924217,41.0622433891109,26,6,69.3887236754364,185,146,25,9,#FFC57C,#FFB75D,#FFB252,#5681B9,#F6BB94,Louisville plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Louisville plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
14,Arizona,Arizona,13.4411821636988,8.89869584596503,22.3398780096639,20.4652256202652,90.8326385441007,12,27,67.1323476583589,289,296,32,5,#FFB65B,#FFC884,#FFB252,#FFB7AB,#FE926E,Arizona plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Arizona plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
15,Wichita State,Wichita State,10.8960023414179,11.1052923307569,22.0012946721748,-16.7794515879257,-28.4235668244842,24,10,69.9393909951073,144,19,30,5,#FFC47A,#FFBB66,#FFB355,#B8D8D6,#B9CBC0,Wichita State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wichita State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
16,Wisconsin,Wisconsin,10.4902821483567,10.8471498660351,21.3374320143918,-23.6561385488277,8.92344071163879,27,13,64.4736190811567,340,25,27,11,#FFC67F,#FFBD69,#FFB65A,#9BC8D3,#F0DDB3,Wisconsin plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wisconsin performs at a similar level regardless of the pace of the game.
17,Purdue,Purdue,11.6710409430948,9.53583210091985,21.2068730440147,-51.7766395641106,28.8476004103468,18,21,70.1763136229773,122,31,27,8,#FFC070,#FFC47B,#FFB65B,#547FB8,#F4C8A0,Purdue plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Purdue plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
18,Baylor,Baylor,12.4066286155417,8.53105818212596,20.9376867976677,-5.78066099722579,-17.299254116411,16,31,65.1327300393124,329,151,26,8,#FFBC67,#FFCB89,#FFB75D,#E6F1DC,#CED6BE,Baylor performs at a similar level against both good and bad teams.,Baylor performs at a similar level regardless of the pace of the game.
19,Virginia,Virginia,6.57030156661135,14.3567351777268,20.9270367443381,-99.009900990099,12.7795745628434,59,3,60.9671980876866,350,86,22,11,#FFDBAE,#FFA739,#FFB75D,#00429D,#F1D9AF,Virginia plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Virginia performs at a similar level regardless of the pace of the game.
20,Iowa State,Iowa State,14.3999675258436,6.05129681628695,20.4512643421305,14.2444061029415,28.5677711961933,10,54,69.1930312498664,197,121,25,11,#FFB14F,#FFDAAB,#FFB961,#FFCDBB,#F4C9A0,Iowa State performs at a similar level against both good and bad teams.,Iowa State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
21,Saint Mary's,Saint Mary's,11.6320458995736,7.78081199612823,19.4128578957018,-74.067487071579,-18.1052371082338,19,39,62.1218780303838,349,291,29,5,#FFC071,#FFCF93,#FFBC69,#0949A0,#CCD5BE,Saint Mary's plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Mary's performs at a similar level regardless of the pace of the game.
22,Cincinnati,Cincinnati,9.32148552630522,10.032482325663,19.3539678519682,-50.2166537947107,53.2101454050556,34,18,65.6012587293443,325,58,30,6,#FFCC8D,#FFC174,#FFBC69,#5883BA,#F8AF88,Cincinnati plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Cincinnati plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
23,South Carolina,South Carolina,4.51219463426276,13.7294825913235,18.2416772255863,59.4487319145645,53.1426512826428,79,5,69.6483898243306,165,63,25,11,#FFE6C7,#FFAB41,#FFC072,#C63457,#F8AF88,South Carolina plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,South Carolina plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
24,Florida State,Florida State,9.98816700159915,8.19258474413646,18.1807517457356,14.8400175572924,4.79341424028432,29,33,72.5992586976146,36,1,26,9,#FFC985,#FFCD8E,#FFC072,#FFCBB9,#EFE1B7,Florida State performs at a similar level against both good and bad teams.,Florida State performs at a similar level regardless of the pace of the game.
